Team,Power Level,
Extra team 42203,7.32,
Extra team 42204,78.14,
Extra team 42205,79.55,
Extra team 42206,47.36,
Extra team 42207,12.96,
Extra team 42208,96.59,
Extra team 42209,66.57,
Extra team 42210,55.98,
Extra team 42211,67.04,
Extra team 42212,95.43,
Extra team 42213,3.33,
Extra team 42214,29.39,
Extra team 42215,58.94,
Extra team 42216,12.36,
Extra team 42217,59.76,
Extra team 42218,2.89,
Extra team 42219,22.27,
Extra team 42220,63,
Extra team 42221,61.32,
Extra team 42222,26.72,
Extra team 42223,18.36,
Extra team 42224,36.3,
Extra team 42225,99.08,
Extra team 42226,78.02,
Extra team 42227,1.75,
Extra team 42228,48.24,
Extra team 42229,11.41,
Extra team 42230,0.72,
Extra team 42231,24.88,
Extra team 42232,78.79,
Extra team 42233,51.9,
Extra team 42234,48.95,
Extra team 42235,30.31,
Extra team 42236,60.24,
Extra team 42237,53.79,
Extra team 42238,91.75,
Extra team 42239,83.98,
Extra team 42240,55.03,
Extra team 42241,91,
Extra team 42242,65.48,
Extra team 42243,58.5,
Extra team 42244,60.13,
Extra team 42245,91.75,
Extra team 42246,84.41,
Extra team 42247,49.54,
Extra team 42248,13.72,
Extra team 42249,5.3,
Extra team 42250,0.03,
Extra team 42251,14.63,
Extra team 42252,39.83,
Extra team 42253,82.71,
Extra team 42254,5.74,
Extra team 42255,24.63,
Extra team 42256,23.72,
Extra team 42257,98.87,
Extra team 42258,76.04,
Extra team 42259,56.31,
Extra team 42260,20.76,
Extra team 42261,41.95,
Extra team 42262,51.38,
Extra team 42263,78.93,
Extra team 42264,30.99,
Extra team 42265,5.34,
Extra team 42266,22.44,
Extra team 42267,41.69,
Extra team 42268,30.79,
Extra team 42269,70.8,
Extra team 42270,29.69,
Extra team 42271,37.67,
Extra team 42272,37.7,
Extra team 42273,46.7,
Extra team 42274,69.95,
Extra team 42275,69.49,
Extra team 42276,62.88,
Extra team 42277,36.03,
Extra team 42278,77.44,
Extra team 42279,84.79,
Extra team 42280,30.45,
Extra team 42281,37.66,
Extra team 42282,78.07,
Extra team 42283,61.29,
Extra team 42284,62.01,
Extra team 42285,90.88,
Extra team 42286,91.22,
Extra team 42287,16.89,
Extra team 42288,59.96,
Extra team 42289,38.88,
Extra team 42290,18.62,
Extra team 42291,94.92,
Extra team 42292,74.11,
Extra team 42293,11.99,
Extra team 42294,63.03,
Extra team 42295,9.66,
Extra team 42296,57.71,
Extra team 42297,9.58,
Extra team 42298,76.26,
Extra team 42299,89.72,
Extra team 42300,79.21,
Extra team 42301,31.1,
Extra team 42302,51.74,
Extra team 42303,63.25,
Extra team 42304,51.39,
Extra team 42305,65.34,
Extra team 42306,75.59,
Extra team 42307,62.02,
Extra team 42308,41.21,
Extra team 42309,1.29,
Extra team 42310,97.4,
Extra team 42311,38.51,
Extra team 42312,10.77,
Extra team 42313,31.67,
Extra team 42314,34.94,
Extra team 42315,70.08,
Extra team 42316,64.38,
Extra team 42317,59.04,
Extra team 42318,47.33,
Extra team 42319,14.83,
Extra team 42320,70.38,
Extra team 42321,63.87,
Extra team 42322,25.44,
Extra team 42323,93.84,
Extra team 42324,59.01,
Extra team 42325,53.16,
Extra team 42326,22.2,
Extra team 42327,25.91,
Extra team 42328,76.84,
Extra team 42329,86.59,
Extra team 42330,20.68,
Extra team 42331,99.05,
Extra team 42332,27.3,
Extra team 42333,22.76,
Extra team 42334,42.99,
Extra team 42335,65.59,
Extra team 42336,43.08,
Extra team 42337,28.27,
Extra team 42338,17.13,
Extra team 42339,1.82,
Extra team 42340,39.2,
Extra team 42341,10.36,
Extra team 42342,53.79,
Extra team 42343,91.74,
Extra team 42344,2.95,
Extra team 42345,47.27,
Extra team 42346,17.74,
Extra team 42347,82.62,
Extra team 42348,7.55,
Extra team 42349,80.24,
Extra team 42350,27.94,
Extra team 42351,92.43,
Extra team 42352,16.82,
Extra team 42353,70.33,
Extra team 42354,20.21,
Extra team 42355,33.94,
Extra team 42356,24.5,
Extra team 42357,48.98,
Extra team 42358,38.66,
Extra team 42359,50.8,
Extra team 42360,68.32,
Extra team 42361,30.44,
Extra team 42362,5.84,
Extra team 42363,28.79,
Extra team 42364,1.96,
Extra team 42365,58.98,
Extra team 42366,18.28,
Extra team 42367,72.64,
Extra team 42368,19.69,
Extra team 42369,92.78,
Extra team 42370,4.67,
Extra team 42371,87.57,
Extra team 42372,73.79,
Extra team 42373,64.67,
Extra team 42374,81.2,
Extra team 42375,93.56,
Extra team 42376,18.87,
Extra team 42377,33.54,
Extra team 42378,9.58,
Extra team 42379,1.77,
Extra team 42380,59.25,
Extra team 42381,82.32,
Extra team 42382,78.06,
Extra team 42383,24.59,
Extra team 42384,42.91,
Extra team 42385,35.21,
Extra team 42386,2.3,
Extra team 42387,8.15,
Extra team 42388,94.83,
Extra team 42389,54.18,
Extra team 42390,51.97,
Extra team 42391,8.62,
Extra team 42392,22.32,
Extra team 42393,57.47,
Extra team 42394,49.06,
Extra team 42395,16.27,
Extra team 42396,21.34,
Extra team 42397,1.62,
Extra team 42398,50.31,
Extra team 42399,34.68,
Extra team 42400,50.38,
Extra team 42401,15.87,
Extra team 42402,27.01,
Extra team 42403,38.26,
Extra team 42404,18.77,
Extra team 42405,13.12,
Extra team 42406,44.06,
Extra team 42407,94.09,
Extra team 42408,18.45,
Extra team 42409,13.19,
Extra team 42410,11.4,
Extra team 42411,0.25,
Extra team 42412,60.85,
Extra team 42413,50.22,
Extra team 42414,35.03,
Extra team 42415,69.76,
Extra team 42416,71.73,
Extra team 42417,8.16,
Extra team 42418,83.28,
Extra team 42419,34.93,
Extra team 42420,31.18,
Extra team 42421,77.15,
Extra team 42422,42.22,
Extra team 42423,86.81,
Extra team 42424,39.41,
Extra team 42425,82.82,
Extra team 42426,62.07,
Extra team 42427,34.43,
Extra team 42428,57.85,
Extra team 42429,3.57,
Extra team 42430,93.06,
Extra team 42431,28.06,
Extra team 42432,19.32,
Extra team 42433,44.13,
Extra team 42434,16.46,
Extra team 42435,48.52,
Extra team 42436,7.66,
Extra team 42437,85.15,
Extra team 42438,77.71,
Extra team 42439,45.32,
Extra team 42440,81.1,
Extra team 42441,90.03,
Extra team 42442,50.74,
Extra team 42443,6.71,
Extra team 42444,77.9,
Extra team 42445,67.02,
Extra team 42446,37.55,
Extra team 42447,1.33,
Extra team 42448,55.21,
Extra team 42449,74.8,
Extra team 42450,20.99,
Extra team 42451,82.23,
Extra team 42452,70.35,
Extra team 42453,22.88,
Extra team 42454,76.61,
Extra team 42455,58.91,
Extra team 42456,25.4,
Extra team 42457,48.64,
Extra team 42458,38.12,
Extra team 42459,34.81,
Extra team 42460,5.25,
Extra team 42461,58.88,
Extra team 42462,84.02,
Extra team 42463,53.23,
Extra team 42464,76.99,
Extra team 42465,65.98,
Extra team 42466,8.87,
Extra team 42467,5.55,
Extra team 42468,65.81,
Extra team 42469,17.89,
Extra team 42470,42.99,
Extra team 42471,98.6,
Extra team 42472,2.09,
Extra team 42473,37.15,
Extra team 42474,87.03,
Extra team 42475,8.23,
Extra team 42476,63.29,
Extra team 42477,92.77,
Extra team 42478,23.87,
Extra team 42479,26.96,
Extra team 42480,77.27,
Extra team 42481,96.91,
Extra team 42482,98.48,
Extra team 42483,61.63,
Extra team 42484,27.45,
Extra team 42485,48.57,
Extra team 42486,77.89,
Extra team 42487,92.62,
Extra team 42488,35.61,
Extra team 42489,84.32,
Extra team 42490,53.33,
Extra team 42491,15.33,
Extra team 42492,95.96,
Extra team 42493,69.92,
Extra team 42494,35.72,
Extra team 42495,65.73,
Extra team 42496,11.16,
Extra team 42497,62.98,
Extra team 42498,92.47,
Extra team 42499,39.1,
Extra team 42500,82.43,
Extra team 42501,19.27,
Extra team 42502,61.62,
Extra team 42503,62.69,
Extra team 42504,1.68,
Extra team 42505,99.19,
Extra team 42506,2.48,
Extra team 42507,95.58,
Extra team 42508,11.47,
Extra team 42509,92.51,
Extra team 42510,22.05,
Extra team 42511,57.8,
Extra team 42512,73.76,
Extra team 42513,99.65,
Extra team 42514,32.36,
Extra team 42515,38.3,
Extra team 42516,27.2,
Extra team 42517,42.05,
Extra team 42518,2.23,
Extra team 42519,68.28,
Extra team 42520,80.15,
Extra team 42521,47.6,
Extra team 42522,89.05,
Extra team 42523,37.61,
Extra team 42524,58.51,
Extra team 42525,44.76,
Extra team 42526,41.78,
Extra team 42527,78,
Extra team 42528,78.88,
Extra team 42529,63.63,
Extra team 42530,63.33,
Extra team 42531,39.34,
Extra team 42532,45.27,
Extra team 42533,19.26,
Extra team 42534,70.26,
Extra team 42535,41.01,
Extra team 42536,13.48,
Extra team 42537,80.47,
Extra team 42538,16.58,
Extra team 42539,80.43,
Extra team 42540,65.34,
Extra team 42541,17.83,
Extra team 42542,95.07,
Extra team 42543,27.61,
Extra team 42544,4.8,
Extra team 42545,93.24,
Extra team 42546,55.86,
Extra team 42547,79.98,
Extra team 42548,14.3,
Extra team 42549,41.89,
Extra team 42550,37.76,
Extra team 42551,18.55,
Extra team 42552,52.94,
Extra team 42553,65.32,
Extra team 42554,41.14,
Extra team 42555,83.45,
Extra team 42556,11.23,
Extra team 42557,66.23,
Extra team 42558,91.55,
Extra team 42559,21.49,
Extra team 42560,35.75,
Extra team 42561,72.02,
Extra team 42562,4.83,
Extra team 42563,30.76,
Extra team 42564,63.36,
Extra team 42565,79.71,
Extra team 42566,57.84,
Extra team 42567,19.6,
Extra team 42568,60.12,
Extra team 42569,73.4,
Extra team 42570,31.27,
Extra team 42571,86.28,
Extra team 42572,32.93,
Extra team 42573,60.89,
Extra team 42574,23.78,
Extra team 42575,64.47,
Extra team 42576,11.83,
Extra team 42577,44.89,
Extra team 42578,75.23,
Extra team 42579,53.43,
Extra team 42580,38.79,
Extra team 42581,73.09,
Extra team 42582,6.22,
Extra team 42583,81.39,
Extra team 42584,38.64,
Extra team 42585,98.46,
Extra team 42586,62.65,
Extra team 42587,5.33,
Extra team 42588,27.01,
Extra team 42589,14.69,
Extra team 42590,32.88,
Extra team 42591,55.23,
Extra team 42592,15.91,
Extra team 42593,3.58,
Extra team 42594,9.09,
Extra team 42595,0.19,
Extra team 42596,95.86,
Extra team 42597,5.76,
Extra team 42598,21.55,
Extra team 42599,6.82,
Extra team 42600,18.54,
Extra team 42601,93.04,
Extra team 42602,21.96,
Extra team 42603,17.22,
Extra team 42604,36.49,
Extra team 42605,2.67,
Extra team 42606,55.97,
Extra team 42607,79.51,
Extra team 42608,81.39,
Extra team 42609,59.71,
Extra team 42610,80.92,
Extra team 42611,61.47,
Extra team 42612,41.53,
Extra team 42613,27.92,
Extra team 42614,51.18,
Extra team 42615,60.13,
Extra team 42616,35.98,
Extra team 42617,72.91,
Extra team 42618,20.5,
Extra team 42619,36.51,
Extra team 42620,16.73,
Extra team 42621,87.08,
Extra team 42622,54.18,
Extra team 42623,89.1,
Extra team 42624,35.9,
Extra team 42625,2.03,
Extra team 42626,32.41,
Extra team 42627,30.29,
Extra team 42628,85.86,
Extra team 42629,68.75,
Extra team 42630,35.95,
Extra team 42631,3.16,
Extra team 42632,24.54,
Extra team 42633,2.4,
Extra team 42634,92.8,
Extra team 42635,82.83,
Extra team 42636,9.88,
Extra team 42637,4.86,
Extra team 42638,81.84,
Extra team 42639,93.82,
Extra team 42640,1.4,
Extra team 42641,63.44,
Extra team 42642,26.79,
Extra team 42643,75.85,
Extra team 42644,53.93,
Extra team 42645,54.91,
Extra team 42646,36.6,
Extra team 42647,12.05,
Extra team 42648,63.3,
Extra team 42649,38.05,
Extra team 42650,90.73,
Extra team 42651,6.87,
Extra team 42652,33.54,
Extra team 42653,95.06,
Extra team 42654,92.74,
Extra team 42655,68.94,
Extra team 42656,57.28,
Extra team 42657,1.64,
Extra team 42658,38.14,
Extra team 42659,14.69,
Extra team 42660,28.88,
Extra team 42661,37.55,
Extra team 42662,36.58,
Extra team 42663,32.66,
Extra team 42664,49.38,
Extra team 42665,60.95,
Extra team 42666,65.92,
Extra team 42667,80.51,
Extra team 42668,91.77,
Extra team 42669,17.23,
Extra team 42670,35.79,
Extra team 42671,51.85,
Extra team 42672,11.03,
Extra team 42673,66.89,
Extra team 42674,20.11,
Extra team 42675,34.69,
Extra team 42676,83.14,
Extra team 42677,72.48,
Extra team 42678,35.76,
Extra team 42679,3.22,
Extra team 42680,21.68,
Extra team 42681,69.97,
Extra team 42682,78.96,
Extra team 42683,42.64,
Extra team 42684,31.56,
Extra team 42685,85,
Extra team 42686,95.96,
Extra team 42687,62.18,
Extra team 42688,23.16,
Extra team 42689,65.23,
Extra team 42690,96.1,
Extra team 42691,62.63,
Extra team 42692,78.26,
Extra team 42693,19.85,
Extra team 42694,29.31,
Extra team 42695,48.76,
Extra team 42696,27.37,
Extra team 42697,29.44,
Extra team 42698,47.76,
Extra team 42699,58.67,
Extra team 42700,63.47,
Extra team 42701,60.67,
Extra team 42702,43.48,
Extra team 42703,62.27,
Extra team 42704,81.51,
Extra team 42705,9.13,
Extra team 42706,27.11,
Extra team 42707,97.81,
Extra team 42708,36.87,
Extra team 42709,67.73,
Extra team 42710,96.95,
Extra team 42711,71.49,
Extra team 42712,89.59,
Extra team 42713,7.3,
Extra team 42714,86.55,
Extra team 42715,32.74,
Extra team 42716,43.88,
Extra team 42717,48.16,
Extra team 42718,51.95,
Extra team 42719,10.53,
Extra team 42720,10.83,
Extra team 42721,16.4,
Extra team 42722,4.37,
Extra team 42723,66.87,
Extra team 42724,75.47,
Extra team 42725,22.9,
Extra team 42726,94.48,
Extra team 42727,48.51,
Extra team 42728,83.29,
Extra team 42729,24.51,
Extra team 42730,38.08,
Extra team 42731,39.97,
Extra team 42732,48.25,
Extra team 42733,25.32,
Extra team 42734,9.67,
Extra team 42735,74.96,
Extra team 42736,54.24,
Extra team 42737,52.75,
Extra team 42738,22.51,
Extra team 42739,43.05,
Extra team 42740,51.7,
Extra team 42741,82.8,
Extra team 42742,62.79,
Extra team 42743,68.82,
Extra team 42744,94.37,
Extra team 42745,30.85,
Extra team 42746,51.89,
Extra team 42747,5.34,
Extra team 42748,58.91,
Extra team 42749,22.66,
Extra team 42750,54.76,
Extra team 42751,19.06,
Extra team 42752,93.39,
Extra team 42753,98.77,
Extra team 42754,42.29,
Extra team 42755,82.44,
Extra team 42756,77.67,
Extra team 42757,94.31,
Extra team 42758,20.87,
Extra team 42759,96.42,
Extra team 42760,27.11,
Extra team 42761,19.47,
Extra team 42762,87.8,
Extra team 42763,33.86,
Extra team 42764,49.2,
Extra team 42765,18.88,
Extra team 42766,94.54,
Extra team 42767,79.64,
Extra team 42768,91.47,
Extra team 42769,51.4,
Extra team 42770,2.96,
Extra team 42771,24.91,
Extra team 42772,63.59,
Extra team 42773,6.95,
Extra team 42774,38.31,
Extra team 42775,30.33,
Extra team 42776,80.02,
Extra team 42777,85.2,
Extra team 42778,46.36,
Extra team 42779,55.18,
Extra team 42780,33.23,
Extra team 42781,60.05,
Extra team 42782,16.15,
Extra team 42783,75.9,
Extra team 42784,93.06,
Extra team 42785,65.16,
Extra team 42786,86.33,
Extra team 42787,15.26,
Extra team 42788,10.51,
Extra team 42789,29.51,
Extra team 42790,76.86,
Extra team 42791,4.93,
Extra team 42792,25.09,
Extra team 42793,95.68,
Extra team 42794,79.86,
Extra team 42795,86.41,
Extra team 42796,62.95,
Extra team 42797,7.19,
Extra team 42798,39.11,
Extra team 42799,47.23,
Extra team 42800,81.67,
Extra team 42801,77.97,
Extra team 42802,41.86,
Extra team 42803,30.29,
Extra team 42804,74.85,
Extra team 42805,1.15,
Extra team 42806,0.29,
Extra team 42807,48.34,
Extra team 42808,49.59,
Extra team 42809,26.98,
Extra team 42810,82.92,
Extra team 42811,40.56,
Extra team 42812,20.8,
Extra team 42813,33.35,
Extra team 42814,11.88,
Extra team 42815,76.36,
Extra team 42816,93.99,
Extra team 42817,50.73,
Extra team 42818,88.41,
Extra team 42819,89.78,
Extra team 42820,49.13,
Extra team 42821,28.49,
Extra team 42822,62.74,
Extra team 42823,2.7,
Extra team 42824,5.22,
Extra team 42825,65.57,
Extra team 42826,19.38,
Extra team 42827,79.46,
Extra team 42828,11.38,
Extra team 42829,4.77,
Extra team 42830,88.08,
Extra team 42831,35.3,
Extra team 42832,6.86,
Extra team 42833,57.67,
Extra team 42834,76.99,
Extra team 42835,40.65,
Extra team 42836,90.37,
Extra team 42837,65.34,
Extra team 42838,53.78,
Extra team 42839,4.89,
Extra team 42840,32.76,
Extra team 42841,87.72,
Extra team 42842,7.21,
Extra team 42843,10.75,
Extra team 42844,70.34,
Extra team 42845,32.44,
Extra team 42846,35.12,
Extra team 42847,4.44,
Extra team 42848,17.61,
Extra team 42849,9.47,
Extra team 42850,96.13,
Extra team 42851,65.88,
Extra team 42852,0.12,
Extra team 42853,8.85,
Extra team 42854,38.15,
Extra team 42855,10.7,
Extra team 42856,21.9,
Extra team 42857,34.22,
Extra team 42858,90.53,
Extra team 42859,18.12,
Extra team 42860,0.7,
Extra team 42861,43.24,
Extra team 42862,36.54,
Extra team 42863,5.39,
Extra team 42864,61.9,
Extra team 42865,15.52,
Extra team 42866,46.03,
Extra team 42867,54.84,
Extra team 42868,69.94,
Extra team 42869,36.44,
Extra team 42870,75.78,
Extra team 42871,18.53,
Extra team 42872,23.19,
Extra team 42873,6.85,
Extra team 42874,68.64,
Extra team 42875,67.98,
Extra team 42876,4.6,
Extra team 42877,46.46,
Extra team 42878,20.51,
Extra team 42879,53.83,
Extra team 42880,85.1,
Extra team 42881,68.24,
Extra team 42882,95.57,
Extra team 42883,71.57,
Extra team 42884,22.07,
Extra team 42885,17.26,
Extra team 42886,4.41,
Extra team 42887,83.41,
Extra team 42888,89.75,
Extra team 42889,18.22,
Extra team 42890,81.67,
Extra team 42891,53.39,
Extra team 42892,68.81,
Extra team 42893,45.94,
Extra team 42894,99.01,
Extra team 42895,13.75,
Extra team 42896,15.86,
Extra team 42897,33.61,
Extra team 42898,43.57,
Extra team 42899,87.47,
Extra team 42900,40.58,
Extra team 42901,84.81,
Extra team 42902,44.23,
Extra team 42903,39.38,
Extra team 42904,54.14,
Extra team 42905,55.6,
Extra team 42906,46.29,
Extra team 42907,94.52,
Extra team 42908,46.12,
Extra team 42909,38.81,
Extra team 42910,70.38,
Extra team 42911,68.92,
Extra team 42912,63.64,
Extra team 42913,27.78,
Extra team 42914,45.67,
Extra team 42915,0.53,
Extra team 42916,65.49,
Extra team 42917,55.53,
Extra team 42918,34.13,
Extra team 42919,62.8,
Extra team 42920,19.56,
Extra team 42921,5.66,
Extra team 42922,11.88,
Extra team 42923,0.99,
Extra team 42924,88.22,
Extra team 42925,68.46,
Extra team 42926,81.2,
Extra team 42927,35.89,
Extra team 42928,41.85,
Extra team 42929,41.05,
Extra team 42930,44.71,
Extra team 42931,53.7,
Extra team 42932,22.29,
Extra team 42933,37.05,
Extra team 42934,46.72,
Extra team 42935,21.01,
Extra team 42936,8.95,
Extra team 42937,75.88,
Extra team 42938,12.1,
Extra team 42939,16.97,
Extra team 42940,73.58,
Extra team 42941,63.04,
Extra team 42942,41.2,
Extra team 42943,11.93,
Extra team 42944,52.69,
Extra team 42945,43.31,
Extra team 42946,63.49,
Extra team 42947,16.68,
Extra team 42948,21.81,
Extra team 42949,13,
Extra team 42950,3,
Extra team 42951,57.22,
Extra team 42952,14.72,
Extra team 42953,39.28,
Extra team 42954,76.23,
Extra team 42955,29.5,
Extra team 42956,75.21,
Extra team 42957,7.08,
Extra team 42958,41.52,
Extra team 42959,28.18,
Extra team 42960,60.07,
Extra team 42961,58.99,
Extra team 42962,59.7,
Extra team 42963,18.92,
Extra team 42964,6.13,
Extra team 42965,61.75,
Extra team 42966,7.72,
Extra team 42967,32.81,
Extra team 42968,39.67,
Extra team 42969,83.55,
Extra team 42970,31.81,
Extra team 42971,77.54,
Extra team 42972,94.78,
Extra team 42973,22.07,
Extra team 42974,36.98,
Extra team 42975,92.93,
Extra team 42976,44.84,
Extra team 42977,61.64,
Extra team 42978,22.82,
Extra team 42979,2.68,
Extra team 42980,31.19,
Extra team 42981,18.63,
Extra team 42982,31.68,
Extra team 42983,5.91,
Extra team 42984,20.68,
Extra team 42985,3.84,
Extra team 42986,79.69,
Extra team 42987,62.41,
Extra team 42988,98.88,
Extra team 42989,81.21,
Extra team 42990,9.41,
Extra team 42991,32.51,
Extra team 42992,90.51,
Extra team 42993,47,
Extra team 42994,36.26,
Extra team 42995,49.66,
Extra team 42996,33.24,
Extra team 42997,37.37,
Extra team 42998,47.27,
Extra team 42999,84.91,
Extra team 43000,13.61,
Extra team 43001,33.72,
Extra team 43002,93.01,
Extra team 43003,88.84,
Extra team 43004,23.65,
Extra team 43005,30.19,
Extra team 43006,88.73,
Extra team 43007,30.93,
Extra team 43008,75.82,
Extra team 43009,97.44,
Extra team 43010,98.41,
Extra team 43011,41.5,
Extra team 43012,67,
Extra team 43013,62.11,
Extra team 43014,4.17,
Extra team 43015,71.9,
Extra team 43016,61.46,
Extra team 43017,50.95,
Extra team 43018,18.75,
Extra team 43019,36.91,
Extra team 43020,30.04,
Extra team 43021,65.24,
Extra team 43022,8.98,
Extra team 43023,95.37,
Extra team 43024,13.45,
Extra team 43025,1.62,
Extra team 43026,67.06,
Extra team 43027,3.14,
Extra team 43028,44.89,
Extra team 43029,36.37,
Extra team 43030,68.12,
Extra team 43031,99.06,
Extra team 43032,62.31,
Extra team 43033,23.81,
Extra team 43034,13.8,
Extra team 43035,84.02,
Extra team 43036,33.33,
Extra team 43037,90.38,
Extra team 43038,29.91,
Extra team 43039,74.61,
Extra team 43040,16.07,
Extra team 43041,15.29,
Extra team 43042,81.28,
Extra team 43043,80.02,
Extra team 43044,97.8,
Extra team 43045,68.64,
Extra team 43046,46.89,
Extra team 43047,50.28,
Extra team 43048,61.97,
Extra team 43049,51.23,
Extra team 43050,97.03,
Extra team 43051,43.9,
Extra team 43052,9.41,
Extra team 43053,25.79,
Extra team 43054,69.34,
Extra team 43055,96.33,
Extra team 43056,87.78,
Extra team 43057,85.98,
Extra team 43058,15.31,
Extra team 43059,50.07,
Extra team 43060,46.74,
Extra team 43061,50.33,
Extra team 43062,29.73,
Extra team 43063,53.22,
Extra team 43064,66.21,
Extra team 43065,38.17,
Extra team 43066,98.87,
Extra team 43067,6.77,
Extra team 43068,97.96,
Extra team 43069,30.59,
Extra team 43070,34.31,
Extra team 43071,22.16,
Extra team 43072,14.73,
Extra team 43073,42.17,
Extra team 43074,70.89,
Extra team 43075,41.25,
Extra team 43076,34.23,
Extra team 43077,82.98,
Extra team 43078,5.65,
Extra team 43079,19.44,
Extra team 43080,10.37,
Extra team 43081,86.23,
Extra team 43082,8.39,
Extra team 43083,11.44,
Extra team 43084,45.87,
Extra team 43085,97.7,
Extra team 43086,92.75,
Extra team 43087,29.34,
Extra team 43088,89.9,
Extra team 43089,91.84,
Extra team 43090,9.77,
Extra team 43091,67.55,
Extra team 43092,76.85,
Extra team 43093,80.77,
Extra team 43094,2.04,
Extra team 43095,70.71,
Extra team 43096,35.71,
Extra team 43097,47.08,
Extra team 43098,81.14,
Extra team 43099,42.82,
Extra team 43100,91.84,
Extra team 43101,0.96,
Extra team 43102,21.16,
Extra team 43103,72.27,
Extra team 43104,83.63,
Extra team 43105,7.28,
Extra team 43106,64.15,
Extra team 43107,12.92,
Extra team 43108,57.61,
Extra team 43109,74.56,
Extra team 43110,5.66,
Extra team 43111,90.11,
Extra team 43112,4.5,
Extra team 43113,91.07,
Extra team 43114,31.32,
Extra team 43115,89.44,
Extra team 43116,28.35,
Extra team 43117,67.66,
Extra team 43118,97.09,
Extra team 43119,67.17,
Extra team 43120,73.71,
Extra team 43121,10.59,
Extra team 43122,38.79,
Extra team 43123,22.36,
Extra team 43124,8.84,
Extra team 43125,50.16,
Extra team 43126,74.4,
Extra team 43127,2.42,
Extra team 43128,41.64,
Extra team 43129,28.23,
Extra team 43130,59.99,
Extra team 43131,79.21,
Extra team 43132,91.58,
Extra team 43133,38.21,
Extra team 43134,10.85,
Extra team 43135,39.26,
Extra team 43136,78.77,
Extra team 43137,44.61,
Extra team 43138,74.3,
Extra team 43139,21.55,
Extra team 43140,96.93,
Extra team 43141,65.52,
Extra team 43142,56.43,
Extra team 43143,27.41,
Extra team 43144,4.57,
Extra team 43145,95.33,
Extra team 43146,46.9,
Extra team 43147,70.2,
Extra team 43148,94.85,
Extra team 43149,36.69,
Extra team 43150,23.08,
Extra team 43151,70.76,
Extra team 43152,5.81,
Extra team 43153,1.69,
Extra team 43154,46.74,
Extra team 43155,5.22,
Extra team 43156,11.27,
Extra team 43157,74.11,
Extra team 43158,29.11,
Extra team 43159,38.93,
Extra team 43160,4.45,
Extra team 43161,81.78,
Extra team 43162,43.55,
Extra team 43163,47,
Extra team 43164,62.27,
Extra team 43165,1.43,
Extra team 43166,19.83,
Extra team 43167,73.88,
Extra team 43168,99.37,
Extra team 43169,8.88,
Extra team 43170,46.97,
Extra team 43171,52.99,
Extra team 43172,39.59,
Extra team 43173,66.28,
Extra team 43174,85.31,
Extra team 43175,8.8,
Extra team 43176,50.11,
Extra team 43177,5.98,
Extra team 43178,98.67,
Extra team 43179,54.73,
Extra team 43180,88.13,
Extra team 43181,86.95,
Extra team 43182,93.46,
Extra team 43183,0.89,
Extra team 43184,63.18,
Extra team 43185,11.22,
Extra team 43186,65.11,
Extra team 43187,26.14,
Extra team 43188,89.28,
Extra team 43189,39.28,
Extra team 43190,41.86,
Extra team 43191,15.83,
Extra team 43192,51.47,
Extra team 43193,83.33,
Extra team 43194,68.67,
Extra team 43195,67.6,
Extra team 43196,64.07,
Extra team 43197,53.77,
Extra team 43198,32.54,
Extra team 43199,3.68,
Extra team 43200,97.68,
Extra team 43201,34.76,
Extra team 43202,30.79,
Extra team 43203,59.09,
Extra team 43204,46.2,
Extra team 43205,54.31,
Extra team 43206,63.53,
Extra team 43207,78.14,
Extra team 43208,29.49,
Extra team 43209,59,
Extra team 43210,80.61,
Extra team 43211,69.55,
Extra team 43212,58.1,
Extra team 43213,76.79,
Extra team 43214,46.5,
Extra team 43215,86.19,
Extra team 43216,83.54,
Extra team 43217,67.69,
Extra team 43218,2.77,
Extra team 43219,69.38,
Extra team 43220,28.05,
Extra team 43221,83.28,
Extra team 43222,59.74,
Extra team 43223,61.5,
Extra team 43224,7.51,
Extra team 43225,55.61,
Extra team 43226,54.26,
Extra team 43227,95.87,
Extra team 43228,78.27,
Extra team 43229,5.07,
Extra team 43230,16.67,
Extra team 43231,62.38,
Extra team 43232,14.76,
Extra team 43233,56.67,
Extra team 43234,54.01,
Extra team 43235,29.93,
Extra team 43236,69.34,
Extra team 43237,13.36,
Extra team 43238,27.71,
Extra team 43239,45.5,
Extra team 43240,0.4,
Extra team 43241,9.69,
Extra team 43242,69.68,
Extra team 43243,89.48,
Extra team 43244,9.96,
Extra team 43245,26.82,
Extra team 43246,55.49,
Extra team 43247,16.71,
Extra team 43248,32.31,
Extra team 43249,93.53,
Extra team 43250,95.24,
Extra team 43251,36.43,
Extra team 43252,19.7,
Extra team 43253,94.37,
Extra team 43254,91.69,
Extra team 43255,20.88,
Extra team 43256,71.77,
Extra team 43257,71.71,
Extra team 43258,57.95,
Extra team 43259,90.02,
Extra team 43260,69.07,
Extra team 43261,34.88,
Extra team 43262,77.37,
Extra team 43263,66.39,
Extra team 43264,82.84,
Extra team 43265,32.37,
Extra team 43266,88.63,
Extra team 43267,6.99,
Extra team 43268,52.73,
Extra team 43269,65.71,
Extra team 43270,63.44,
Extra team 43271,59.33,
Extra team 43272,11.15,
Extra team 43273,65.92,
Extra team 43274,33.09,
Extra team 43275,14.85,
Extra team 43276,82.51,
Extra team 43277,91.29,
Extra team 43278,34.37,
Extra team 43279,75.58,
